Rough_ID,Rough_Weight_ct,Shape,Length_mm,Width_mm,Height_mm,Color,Clarity,Crack_Level,Cut_Type,Final_Weight_ct
R00331,1.29,Emerald,6.72,6.07,5.08,G,VVS1,Low,Step,0.56
R00332,2.62,Emerald,8.15,7.6,4.79,E,VVS1,Medium,Step,1.02
R00333,0.65,Cushion,5.54,4.95,3.44,E,SI1,Low,Brilliant,0.32
R00334,2.87,Cushion,8.92,7.71,6,I,VVS1,Medium,Mixed,1.06
R00335,4.48,Emerald,9.55,8.26,5.47,H,VVS2,Low,Mixed,1.95
R00336,1.62,Cushion,6.78,5.81,4.48,D,VVS2,Low,Mixed,0.72
R00337,3.24,Round,8.86,7.66,5.07,F,SI2,Low,Step,1.52
R00338,2.51,Princess,8.55,7.61,6.03,E,VS1,Low,Brilliant,0.97
R00339,1.54,Round,6.89,6.09,4.14,D,SI1,Low,Step,0.66
R00340,4.1,Cushion,9.52,9.17,6.13,H,SI1,Medium,Step,1.57
R00341,2.99,Pear,8.38,7.5,5.39,J,VS2,Low,Mixed,1.22
R00342,4.92,Oval,9.85,9.78,7.19,D,VS1,High,Brilliant,1.66
R00343,4.94,Round,10.15,10.15,8,D,VS1,Low,Mixed,1.85
R00344,2.17,Pear,7.59,6.77,4.99,J,VS1,Medium,Brilliant,0.88
R00345,2.25,Round,7.51,7.05,5.83,J,VVS2,High,Mixed,0.83
R00346,4.44,Princess,10.24,9.11,7.26,G,VVS1,Medium,Mixed,1.99
R00347,3.16,Cushion,9,7.7,6.67,F,VVS2,Medium,Brilliant,1.45
R00348,1.89,Oval,7.71,6.91,5.89,E,VVS2,Medium,Mixed,0.62
R00349,2.38,Cushion,8.34,7.43,5.39,I,VS1,Low,Mixed,1.02
R00350,4.38,Pear,10.14,9.4,6.09,H,IF,Medium,Brilliant,1.84
R00351,1.21,Oval,6.73,6.57,4.43,F,VVS2,Low,Step,0.54
R00352,2.67,Cushion,8.46,7.35,4.48,H,VS2,Low,Step,1.18
R00353,1.92,Oval,7.8,6.93,5.89,J,VS2,Low,Brilliant,0.88
R00354,4.33,Emerald,9.93,9.45,6.43,D,VS1,Low,Brilliant,1.68
R00355,3.34,Emerald,9.07,7.72,5.22,I,VVS2,High,Step,1.06
R00356,4.51,Cushion,10.26,9.43,6.28,H,IF,Medium,Brilliant,1.66
R00357,2.7,Emerald,8.52,8.32,5.93,D,VS1,Low,Brilliant,1.2
R00358,1.88,Princess,7.18,6.45,4.41,E,VVS1,Medium,Mixed,0.64
R00359,3.9,Oval,9.84,9.55,8.03,I,IF,Low,Mixed,1.73
R00360,2.64,Pear,8.09,7.98,5.76,J,VVS1,Low,Step,1.03
R00361,3.71,Oval,9.01,8.38,7,J,SI1,Low,Mixed,1.65
R00362,1.15,Emerald,5.88,5.11,3.46,F,SI1,Low,Brilliant,0.42
R00363,1.34,Cushion,6.34,6.22,4.52,J,IF,Low,Step,0.57
R00364,0.55,Emerald,5.05,4.73,3.72,G,VS2,Medium,Step,0.22
R00365,2.24,Cushion,8.22,7.17,6.44,E,VVS2,Low,Mixed,0.96
R00366,1.15,Princess,5.87,5.28,4.73,E,SI2,Medium,Brilliant,0.53
R00367,3.01,Cushion,8.32,8.05,6.71,G,VS1,Medium,Step,1.2
R00368,0.32,Round,4.14,3.97,3.51,I,IF,Medium,Mixed,0.13
R00369,3.75,Oval,9.05,8.88,6.16,D,SI2,Low,Brilliant,1.64
R00370,1.7,Oval,6.95,6.67,5.2,F,VS1,Low,Step,0.7
R00371,3.83,Oval,9.05,8.92,7.52,E,SI1,Low,Brilliant,1.62
R00372,3.07,Pear,8.39,7.59,6.04,H,IF,Low,Mixed,1.33
R00373,4.97,Round,10.4,9.86,5.97,H,VVS2,Low,Step,2.11
R00374,3.6,Princess,8.9,8.48,5.11,H,VS2,Medium,Mixed,1.38
R00375,0.94,Cushion,6.21,5.38,4.39,E,VS2,Low,Brilliant,0.39
R00376,3.96,Cushion,9.82,9.78,6.92,E,SI1,Low,Step,1.93
R00377,1.85,Round,6.87,6.53,5.69,J,VS2,Medium,Brilliant,0.8
R00378,3.7,Oval,8.88,7.89,5.28,J,IF,Low,Step,1.82
R00379,1.99,Oval,7.72,7.06,4.48,I,SI1,Medium,Brilliant,0.88
R00380,1.84,Oval,7.75,7.7,5.24,D,VS1,Low,Step,0.7
R00381,4.82,Oval,9.91,9,7.7,D,VVS1,Low,Mixed,1.77
R00382,3.71,Cushion,9.77,9.54,6.02,E,VS2,Low,Step,1.54
R00383,3.96,Cushion,9.6,9.4,8.12,D,VS1,High,Step,1.55
R00384,0.52,Emerald,4.59,4.12,3.34,H,VVS1,Low,Mixed,0.2
R00385,4.4,Princess,9.85,9.39,7.38,I,SI1,Medium,Mixed,1.9
R00386,2.11,Pear,8.03,7.5,6.72,J,VS1,Low,Step,0.84
R00387,4.39,Emerald,9.4,8.68,5.84,G,VS1,Low,Brilliant,2.07
R00388,0.67,Cushion,5.19,4.86,3.04,I,SI1,Low,Brilliant,0.32
R00389,0.78,Emerald,5.44,5.08,3.05,F,VS2,Medium,Mixed,0.28
R00390,1.27,Princess,6.67,6.62,4.69,H,SI2,Medium,Mixed,0.48
R00391,3.12,Princess,8.98,8.12,5.97,F,SI2,Medium,Mixed,1.41
R00392,4.83,Emerald,9.93,9.22,7.47,I,SI1,Medium,Step,2.03
R00393,0.8,Oval,5.68,4.99,4.39,I,VVS2,Low,Brilliant,0.31
R00394,3.86,Emerald,8.96,8.47,6.79,H,VS2,Medium,Brilliant,1.63
R00395,4.83,Pear,9.65,9.27,7.1,J,VVS1,Medium,Mixed,1.95
R00396,3.02,Cushion,8.9,7.74,5.54,G,VS2,Medium,Mixed,1.25
R00397,3.88,Pear,9.2,9.15,8.15,I,SI1,Medium,Mixed,1.72
R00398,1.7,Pear,7.36,7.21,5.87,I,VVS2,Medium,Mixed,0.73
R00399,1.92,Princess,7.63,7.61,6.05,I,IF,Low,Step,0.81
R00400,2.94,Princess,8.68,8.61,7,J,VS1,Medium,Brilliant,1.03
R00401,2.76,Princess,7.94,6.92,5.54,I,VVS2,Low,Brilliant,1.12
R00402,4.25,Pear,9.91,8.86,7.32,J,SI1,Low,Mixed,1.94
R00403,2.94,Princess,8.32,7.88,5.65,I,SI1,Medium,Brilliant,1.06
R00404,4.65,Emerald,9.9,9.84,8.78,F,VVS1,High,Mixed,1.95
R00405,4.38,Pear,10.18,9.33,6.23,H,SI1,Medium,Mixed,1.63
R00406,1.22,Emerald,6.64,5.84,4.29,H,IF,Low,Step,0.44
R00407,0.49,Oval,4.51,4.01,2.6,D,VVS1,Low,Step,0.22
R00408,3.11,Princess,9.03,8.52,7.27,D,SI2,Low,Mixed,1.34
R00409,1.79,Cushion,7.01,6.15,3.82,D,VVS2,Low,Brilliant,0.75
R00410,4.45,Pear,10.03,9.02,6.21,J,SI2,Medium,Mixed,1.72
R00411,0.34,Round,4.36,4,3.49,I,VVS2,High,Step,0.13
R00412,4.6,Princess,10.42,9.46,7.21,H,SI2,Low,Mixed,2.01
R00413,2.39,Pear,7.57,7.45,4.9,H,IF,Low,Mixed,1.13
R00414,0.61,Emerald,5.26,5.08,4.37,I,SI2,Medium,Step,0.27
R00415,3.34,Round,9.41,9.05,5.85,D,VVS1,Medium,Step,1.52
R00416,2.92,Princess,8.65,7.65,5.18,D,VS1,Low,Mixed,1.29
R00417,0.86,Round,5.21,4.99,3.09,F,VS2,Low,Brilliant,0.34
R00418,1.66,Round,7.29,6.86,4.7,G,VVS1,Low,Mixed,0.65
R00419,1.33,Emerald,6.85,6.64,5.68,J,SI2,High,Mixed,0.55
R00420,3.35,Pear,9.44,8.04,6.93,G,VS2,Low,Mixed,1.69
R00421,4.75,Pear,9.89,9.52,8.29,E,VVS1,Low,Brilliant,1.84
R00422,1.34,Pear,6.95,6.11,4,G,SI1,Low,Mixed,0.63
R00423,0.64,Oval,5.34,4.74,3.12,I,SI1,Low,Brilliant,0.28
R00424,0.77,Emerald,5.62,5.54,3.85,H,VVS1,Low,Mixed,0.32
R00425,2.96,Emerald,8.92,8.86,5.76,I,VS1,Low,Step,1.39
R00426,4.25,Cushion,9.35,8.98,7.75,H,IF,Low,Brilliant,1.68
R00427,3.33,Emerald,8.54,7.62,6.46,D,SI1,Low,Brilliant,1.33
R00428,4.49,Round,10.25,9.68,8.17,H,VVS2,Low,Mixed,1.85
R00429,4.5,Emerald,9.95,9.43,6.08,J,VVS2,Low,Brilliant,1.8
R00430,2.48,Pear,8.13,7.39,5.55,I,VVS1,Low,Mixed,0.9
R00431,0.96,Princess,5.58,5.22,4.02,D,VVS1,Medium,Step,0.4
R00432,1.39,Cushion,6.46,5.72,4.58,G,IF,High,Brilliant,0.52
R00433,4.91,Pear,10.02,9.57,7.24,H,VVS1,Medium,Step,2.14
R00434,3.37,Oval,8.86,8.4,7.15,H,VS1,Low,Step,1.24
R00435,4.14,Oval,9.48,9.19,7.96,E,IF,Low,Mixed,2.04
R00436,3.32,Cushion,8.66,7.6,5.39,J,VVS2,Medium,Mixed,1.22
R00437,0.83,Round,5.81,5.36,4.17,E,VS2,Medium,Mixed,0.37
R00438,1.06,Pear,6.25,5.35,4.13,G,VS2,Low,Mixed,0.42
R00439,3.3,Cushion,9.31,8.93,7.56,J,VS1,Low,Brilliant,1.43
R00440,1.33,Princess,6.51,5.67,4.39,E,SI1,Low,Mixed,0.53
R00441,1.91,Pear,7.4,6.95,4.65,J,VS2,Low,Mixed,0.94
R00442,2.27,Pear,7.54,6.52,4.84,H,SI2,Low,Brilliant,0.86
R00443,0.74,Emerald,5.59,5.51,4.2,G,VS2,Medium,Step,0.29
R00444,2.04,Princess,7.15,6.65,4.45,H,SI2,Low,Mixed,0.78
R00445,4.57,Round,10.29,9.64,7.01,F,VS2,Low,Mixed,2.15
R00446,2.22,Cushion,7.52,7.19,6.02,I,VVS1,Low,Mixed,0.93
R00447,4.08,Cushion,9.5,8.23,5.99,H,VVS2,Low,Mixed,1.55
R00448,1.6,Pear,7.2,6.94,5.02,H,VS1,Low,Step,0.72
R00449,4.95,Emerald,10.3,9.95,7.16,E,VS1,Medium,Mixed,1.95
R00450,4.76,Emerald,9.69,8.98,7.51,D,VVS1,Low,Step,1.86
R00451,4.83,Oval,9.65,8.33,5.36,F,IF,Low,Mixed,2.3
R00452,0.48,Round,4.58,4.57,3.58,J,SI2,Low,Brilliant,0.18
R00453,3.31,Pear,8.88,7.82,6.23,H,VS2,Low,Mixed,1.49
R00454,1.39,Princess,6.37,5.45,3.66,J,VS1,High,Step,0.6
R00455,3.45,Princess,8.97,7.89,4.77,I,SI2,Low,Mixed,1.61
R00456,4.6,Cushion,9.83,9.78,6.68,H,IF,High,Step,1.65
R00457,1.12,Princess,6.24,5.83,4.38,H,SI2,High,Mixed,0.37
R00458,1.48,Cushion,6.78,6.15,4.58,I,VS1,Medium,Mixed,0.53
R00459,4.35,Oval,9.78,8.69,6.21,J,VVS2,High,Step,1.4
R00460,4.79,Emerald,10.13,8.63,7.33,J,VVS2,Low,Brilliant,2.17
R00461,2.91,Emerald,8.24,7.39,4.92,E,VS1,Low,Mixed,1.07
R00462,1.24,Princess,6.68,6.55,4.34,E,SI2,Medium,Brilliant,0.46
R00463,0.86,Round,5.28,5.24,3.92,J,VS1,Medium,Step,0.36
R00464,3.22,Pear,8.85,8.83,7.67,F,VS1,Low,Brilliant,1.22
R00465,3.83,Emerald,9.02,8.38,6.09,J,VVS1,Low,Step,1.7
R00466,4.89,Round,10.38,9.54,7.7,F,VVS2,Medium,Mixed,2.12
R00467,4.35,Cushion,9.48,8.43,5.74,E,VS1,Low,Mixed,2.01
R00468,3.84,Oval,9.26,8.43,6.2,J,IF,Low,Mixed,1.59
R00469,1.57,Cushion,6.71,6.14,4.39,J,IF,Medium,Brilliant,0.61
R00470,2.28,Princess,7.53,7.41,5.85,F,VS2,Medium,Mixed,0.82
R00471,0.52,Cushion,4.42,3.87,2.57,I,VVS2,Low,Step,0.22
R00472,2,Emerald,7.62,7.54,5.11,H,VVS1,Low,Mixed,0.94
R00473,3.01,Emerald,8.81,7.72,6.44,G,IF,Low,Step,1.31
R00474,3.18,Emerald,8.79,8.73,7.51,H,VS2,Medium,Step,1.3
R00475,4.29,Pear,9.32,8.15,5.45,I,VS1,Medium,Step,1.63
R00476,4.47,Oval,10.16,10.07,8.3,J,IF,High,Brilliant,1.64
R00477,3.72,Round,9.46,9.38,7.6,D,VS1,Low,Mixed,1.71
R00478,0.55,Emerald,5.19,4.82,4.33,G,VVS2,Low,Brilliant,0.27
R00479,1.46,Princess,6.59,6.22,3.98,J,VS1,Low,Step,0.62
R00480,4.88,Cushion,10.22,9.1,6.67,I,SI1,Low,Mixed,1.98
R00481,4.42,Round,9.78,9.25,7.03,G,VVS2,Low,Step,2.07
R00482,2.24,Cushion,7.51,6.4,4.84,H,IF,Medium,Mixed,0.9
R00483,4.63,Round,10.45,9.63,5.8,H,VVS2,Medium,Brilliant,1.81
R00484,2.24,Oval,7.91,7.19,4.67,F,IF,Medium,Step,0.78
R00485,3.24,Emerald,8.89,8.62,6.76,H,SI2,Medium,Step,1.34
R00486,2.24,Emerald,8.2,7.19,4.94,H,VS1,Low,Brilliant,0.95
R00487,1.81,Cushion,6.96,6.93,4.2,I,IF,Low,Brilliant,0.89
R00488,0.72,Cushion,4.89,4.32,3.14,I,SI2,Medium,Brilliant,0.23
R00489,1.85,Oval,7.71,7.65,4.72,E,SI2,Low,Step,0.76
R00490,4.14,Oval,9.96,8.65,7.18,I,IF,Low,Brilliant,1.59
R00491,2.47,Princess,8.38,7.78,6.96,E,SI1,Low,Mixed,0.92
R00492,0.5,Round,5.2,4.83,3.27,J,SI1,Low,Brilliant,0.22
R00493,4.87,Oval,9.91,9.07,5.48,D,IF,Low,Mixed,2.24
R00494,3.98,Emerald,9.48,8.91,6.34,H,VVS2,Low,Mixed,1.78
R00495,0.58,Pear,4.86,4.24,3.23,J,SI1,Low,Step,0.28
R00496,4.09,Round,9.53,8.38,6.76,G,SI1,Medium,Step,1.78
R00497,2.93,Princess,8.63,7.97,6.14,J,SI2,Low,Mixed,1.17
R00498,4.6,Cushion,10.03,8.63,5.58,D,SI2,Medium,Mixed,1.85
R00499,2.68,Emerald,8.57,8.42,6.62,D,SI1,Medium,Mixed,1.17
R00500,4.15,Emerald,9.33,8.89,7.38,F,IF,Medium,Brilliant,1.81
R00501,2.76,Round,7.98,7.78,4.97,D,VS2,Low,Mixed,1.25
R00502,4.23,Emerald,9.86,9.16,7.42,D,IF,Low,Brilliant,1.99
R00503,3.38,Cushion,9.43,9.19,6.8,J,VVS2,Low,Mixed,1.4
R00504,0.57,Pear,5.09,4.73,3.88,D,IF,Low,Mixed,0.27
R00505,1.39,Emerald,6.58,5.78,4.61,H,VS1,Medium,Mixed,0.6
R00506,0.8,Oval,5.71,5.16,3.81,H,VS1,Low,Mixed,0.37
R00507,1.89,Princess,7.08,7.08,5.19,J,VVS2,High,Step,0.68
R00508,3.89,Pear,9.37,8.98,7.03,I,VVS2,Low,Step,1.7
R00509,4.82,Princess,10.08,9.17,7.5,D,VVS2,Low,Brilliant,2.1
R00510,1.31,Pear,6.38,6.16,5.44,H,VVS1,High,Brilliant,0.48
R00511,0.48,Princess,4.55,3.96,2.81,D,VS2,Low,Step,0.22
R00512,2.97,Emerald,8.34,7.19,5.01,I,VS2,Low,Brilliant,1.16
R00513,3.1,Princess,8.55,8.2,6.34,F,SI2,Medium,Step,1.14
R00514,2.26,Emerald,8.24,8.08,5.4,J,SI1,Medium,Step,0.77
R00515,0.55,Round,4.94,4.44,3.42,I,SI1,Low,Step,0.26
R00516,4.86,Oval,10.42,9.76,6.12,F,IF,Low,Step,2.16
R00517,2.99,Oval,8.19,7.45,4.66,G,VS2,Low,Brilliant,1.2
R00518,2.59,Princess,8.39,7.38,5.79,J,VS1,Low,Step,1.16
R00519,3.52,Pear,9.2,7.98,5.78,I,IF,Low,Step,1.61
R00520,1.1,Oval,6.04,5.88,4.94,E,SI1,Low,Step,0.53
R00521,1.03,Princess,6.29,5.43,4.46,D,VVS2,High,Mixed,0.33
R00522,4.08,Pear,9.39,8.65,6.05,J,VVS2,Low,Mixed,1.85
R00523,2.57,Pear,8.45,7.36,5.96,D,VVS2,Low,Brilliant,1.03
R00524,0.58,Cushion,4.7,4.49,3.06,I,VVS2,Medium,Mixed,0.27
R00525,4.3,Pear,9.92,9.72,5.89,I,IF,Low,Step,1.56
R00526,2.58,Round,8.33,7.19,4.74,E,VS2,Low,Step,1.04
R00527,1.87,Pear,7.29,6.37,4.48,F,SI2,Low,Brilliant,0.86
R00528,3.24,Oval,9.26,9.11,7.69,E,VVS2,High,Step,1.06
R00529,3.39,Cushion,8.6,7.8,6.93,E,VS2,Medium,Brilliant,1.26
R00530,2.3,Pear,7.73,7.27,5.34,I,SI2,Low,Brilliant,1.12
R00531,4.35,Oval,9.6,9.18,6.95,I,VS2,Low,Brilliant,1.72
R00532,1.79,Round,7.34,7.28,4.63,J,VVS2,Medium,Step,0.8
R00533,4.82,Oval,9.94,9.56,8.09,D,VVS1,High,Brilliant,1.82
R00534,0.42,Emerald,4.98,4.69,3.67,D,VVS2,Low,Brilliant,0.19
R00535,3.53,Cushion,9.11,8.43,6.59,G,VS1,Medium,Brilliant,1.5
R00536,1.07,Emerald,5.86,5.34,4.76,E,SI2,High,Brilliant,0.43
R00537,0.61,Oval,5.52,5.51,4.74,G,VS1,Medium,Brilliant,0.22
R00538,3.16,Emerald,9.13,8.75,6.28,I,SI2,Low,Brilliant,1.3
R00539,2.75,Emerald,8.36,8.14,4.99,D,VS2,Low,Step,1.25
R00540,2.73,Princess,8.52,7.3,5.02,G,VVS1,Medium,Step,1.01
R00541,1.68,Emerald,7.55,7.2,6.27,H,IF,Medium,Brilliant,0.68
R00542,3.96,Cushion,9.93,9.48,6.07,H,SI1,Low,Brilliant,1.94
R00543,4.45,Round,9.46,8.5,6.75,D,IF,Medium,Mixed,1.61
R00544,2.41,Oval,7.91,7.35,5.26,G,VS2,High,Step,0.8
R00545,0.51,Emerald,4.46,4.02,3.46,D,VS1,Low,Step,0.25
R00546,1.75,Round,7.5,6.88,5.42,H,SI2,Medium,Step,0.63
R00547,0.36,Pear,4.27,3.95,3.33,I,VS1,Medium,Step,0.15
R00548,2.23,Oval,7.42,6.97,4.69,D,VVS1,Low,Brilliant,0.92
R00549,0.56,Round,4.79,4.18,2.55,D,IF,Medium,Step,0.23
R00550,4.97,Oval,9.9,8.84,7.06,G,SI1,Low,Mixed,1.9
R00551,1.99,Pear,7.08,6.83,4.76,D,VVS2,Medium,Step,0.74
R00552,0.93,Round,6.05,5.39,4.09,D,VS2,Low,Mixed,0.43
R00553,4.9,Princess,10.22,8.82,7.21,G,VS2,High,Step,1.44
R00554,1.52,Emerald,6.97,6.58,5.78,G,VS1,Low,Brilliant,0.64
R00555,4.45,Round,9.6,8.58,5.65,I,SI2,Low,Brilliant,1.92
R00556,4.06,Emerald,10.07,9.18,6.43,E,SI1,Medium,Step,1.75
R00557,1.5,Princess,6.44,5.76,4.41,G,SI1,Low,Mixed,0.59
R00558,3.2,Cushion,8.37,7.34,5.13,J,IF,High,Mixed,1.18
R00559,0.94,Emerald,5.53,5.08,4.37,D,SI2,Low,Mixed,0.37
R00560,1.71,Princess,7.4,6.64,5.05,D,VVS1,Low,Step,0.79
R00561,4.25,Pear,9.56,8.66,6.58,D,SI2,Low,Step,1.94
R00562,3.61,Princess,9.02,7.71,5.58,E,VS2,Medium,Step,1.5
R00563,1.12,Cushion,6.11,5.23,3.46,H,VVS1,Low,Brilliant,0.56
R00564,1.9,Pear,7.41,7.27,5.04,I,VVS1,Low,Brilliant,0.74
R00565,3.71,Pear,9.25,8.85,6.7,J,IF,Low,Step,1.87
R00566,2.49,Emerald,7.68,7.13,5.69,E,VVS2,Low,Brilliant,1.01
R00567,1.2,Round,6.15,5.52,4.04,D,VS2,Low,Mixed,0.59
R00568,2.72,Pear,8.08,7.29,5.07,E,VVS1,High,Brilliant,0.92
R00569,1.76,Round,7.64,7.11,4.37,G,IF,Low,Brilliant,0.75
R00570,2.3,Princess,7.6,7.14,5.55,F,SI2,Medium,Brilliant,0.86
R00571,3.65,Round,9.41,8.75,7.81,J,SI2,Medium,Mixed,1.37
R00572,2.5,Oval,8.1,7.72,6.28,J,VS2,Low,Step,0.94
R00573,4.59,Cushion,9.86,9.42,7.53,D,IF,Medium,Step,1.86
R00574,0.83,Round,5.62,5.49,3.76,G,SI2,Medium,Mixed,0.37
R00575,4.04,Oval,9.38,8.89,7.45,H,VVS1,Low,Mixed,1.68
R00576,1.05,Cushion,6.08,5.23,3.46,H,SI2,Low,Step,0.4
R00577,2.86,Pear,8.25,7.83,4.88,H,VS1,Low,Step,1.2
R00578,2.91,Pear,8.89,7.79,6.91,J,SI2,Low,Step,1.24
R00579,1.84,Emerald,7.5,6.44,4.28,J,IF,Medium,Brilliant,0.67
R00580,3.41,Princess,8.98,8.03,6.3,F,VS2,Low,Mixed,1.39
R00581,1.73,Pear,7.65,7,6.26,H,VS1,High,Brilliant,0.61
R00582,4.31,Princess,9.33,9.19,8.18,D,SI2,Medium,Step,1.64
R00583,4.37,Cushion,9.54,9.11,6.54,H,VVS1,Medium,Mixed,1.82
R00584,1.12,Emerald,5.87,5.48,4.67,E,VVS1,Medium,Brilliant,0.5
R00585,0.64,Oval,4.69,4.49,3.35,I,SI2,High,Step,0.26
R00586,4.34,Pear,10.18,9.71,8.54,J,VS1,Low,Step,1.83
R00587,1.97,Cushion,7.21,6.78,5.24,H,VS2,Low,Step,0.82
R00588,0.46,Oval,4.17,3.85,2.74,I,SI1,Low,Mixed,0.18
R00589,4.92,Oval,10.69,10.34,7.65,G,SI1,Low,Mixed,2.13
R00590,3.42,Princess,9.21,8.77,6.68,H,SI2,Low,Brilliant,1.63
R00591,2.5,Princess,8.16,7.51,6.16,F,VVS1,Low,Brilliant,0.94
R00592,3.57,Oval,9.27,8.3,6.93,H,IF,Low,Mixed,1.58
R00593,4.95,Princess,10.53,9.94,6.82,F,VVS1,Low,Mixed,2.46
R00594,1.62,Emerald,7.4,6.31,4,G,VVS2,High,Brilliant,0.56
R00595,1.53,Oval,7.11,6.56,5.51,H,SI2,Low,Brilliant,0.76
R00596,4.24,Oval,9.96,9.08,6.49,H,SI1,Low,Step,1.71
R00597,0.56,Emerald,4.71,4.58,2.82,J,VS2,Low,Brilliant,0.25
R00598,2.09,Cushion,7.88,7.26,4.67,G,SI1,Low,Step,0.8
R00599,4.82,Pear,10.32,8.84,7.74,I,SI2,Low,Step,1.83
R00600,1.87,Oval,7.16,6.19,4.93,I,SI1,Low,Mixed,0.77
R00601,3.92,Round,9.48,9.02,8.1,D,VS1,Low,Brilliant,1.62
R00602,2.77,Round,8.61,7.77,6.35,D,VS2,Low,Mixed,1.37
R00603,4.5,Cushion,9.62,9.04,5.75,I,SI2,Low,Mixed,1.95
R00604,2.96,Round,9.08,8.94,7.23,I,VS1,Low,Step,1.24
R00605,3.92,Round,9.65,9.17,7.62,G,VS1,Low,Step,1.92
R00606,4.98,Pear,10,9.72,6.35,G,VVS1,Low,Mixed,1.97
R00607,2.61,Princess,7.9,7.63,5.08,D,IF,Low,Brilliant,1.11
R00608,0.63,Round,5.37,5.19,3.14,I,VS1,Low,Step,0.26
R00609,1.01,Cushion,5.85,5.32,3.2,G,SI2,High,Mixed,0.35
R00610,3.97,Pear,9.79,9.11,5.48,H,VVS2,Medium,Step,1.54
R00611,3.5,Princess,9.01,8.51,7.55,D,SI2,Low,Step,1.42
R00612,3.87,Cushion,9.21,8.11,6.22,D,SI1,Medium,Mixed,1.65
R00613,1.99,Pear,7.13,6.74,5.53,E,VS1,Low,Step,1
R00614,0.6,Round,5.1,4.57,3.47,F,IF,Low,Step,0.21
R00615,4,Pear,9.07,7.87,6.63,E,SI1,Low,Mixed,1.47
R00616,1.4,Round,6.28,6.03,4.5,E,SI1,Low,Mixed,0.56
R00617,0.91,Pear,5.49,4.71,3.26,D,SI2,Low,Brilliant,0.36
R00618,0.84,Emerald,5.76,5.43,3.36,I,VS1,Low,Step,0.34
R00619,0.87,Oval,5.91,5.51,3.84,F,IF,Low,Brilliant,0.41
R00620,1.59,Round,7.26,6.35,4.51,E,IF,Low,Mixed,0.62
R00621,3.18,Emerald,9.1,7.76,5.79,I,VS2,Low,Step,1.27
R00622,2.26,Cushion,8.18,7.9,6.38,G,VVS1,Low,Brilliant,1.06
R00623,3.17,Princess,8.35,7.32,5.49,G,IF,Medium,Mixed,1.21
R00624,1.41,Pear,6.35,5.9,3.71,E,VS1,Medium,Mixed,0.49
R00625,3.4,Cushion,8.8,7.74,6.49,E,VVS1,Medium,Mixed,1.16
R00626,4.64,Cushion,9.56,8.65,5.73,D,IF,Low,Mixed,1.86
R00627,0.55,Emerald,4.95,4.32,2.63,G,VS2,Low,Mixed,0.21
R00628,1.83,Oval,7.04,6.7,4.67,I,VS1,Low,Brilliant,0.82
R00629,2.07,Cushion,7.37,6.79,5.06,E,VS1,Low,Step,0.79
R00630,0.94,Pear,6.1,5.76,5.14,D,VVS2,Low,Brilliant,0.47
R00631,0.82,Emerald,5.58,5.09,4.22,H,VVS1,Medium,Mixed,0.33
R00632,4.86,Cushion,10.52,9.08,7.78,J,VS1,Medium,Step,2.1
R00633,0.37,Pear,4.24,4.16,2.81,E,VS2,Low,Brilliant,0.14
R00634,2.26,Cushion,7.42,7.41,6.08,J,SI2,Low,Mixed,0.95
R00635,4.16,Oval,9.6,8.51,6.53,E,VVS2,Medium,Step,1.79
R00636,1.42,Emerald,7.24,6.17,4.94,H,IF,Medium,Step,0.53
R00637,2.48,Round,7.76,7.41,4.86,J,SI1,Medium,Brilliant,0.94
R00638,2.11,Pear,7.89,7.33,5.05,H,SI2,Low,Brilliant,0.76
R00639,4,Princess,9.11,8.95,7.35,D,IF,Low,Step,1.6
R00640,2.02,Oval,7.7,6.97,4.55,E,VVS2,Medium,Brilliant,0.79
R00641,2.84,Oval,8.65,8.31,6.86,F,VVS2,Low,Step,1.1
R00642,2.67,Round,8.25,7.08,5.04,G,SI1,Low,Mixed,1.14
R00643,3.49,Round,9.13,8.16,6.42,E,VS1,Medium,Brilliant,1.26
R00644,0.68,Oval,5.67,5.06,4.49,G,VVS1,Low,Brilliant,0.34
R00645,2.75,Cushion,8.53,7.63,6.8,G,SI1,High,Mixed,0.99
R00646,0.4,Princess,4.11,3.51,2.95,I,SI1,Medium,Step,0.16
R00647,2.58,Princess,8.4,7.81,5.97,E,SI2,Low,Step,1.22
R00648,1.37,Oval,6.54,5.84,4.99,H,VVS1,Low,Mixed,0.62
R00649,2.82,Round,8.16,7.15,5.81,D,VVS2,Medium,Mixed,1.21
R00650,0.89,Oval,5.53,4.85,3.73,F,VS1,Medium,Mixed,0.32
R00651,4.88,Princess,10.21,8.86,5.38,E,IF,Medium,Mixed,1.68
R00652,2.87,Pear,8.53,8.08,5.56,I,VVS1,High,Mixed,0.97
R00653,3.72,Pear,9.72,8.76,5.55,D,VVS2,High,Brilliant,1.5
R00654,2.19,Pear,8.13,7.45,4.68,E,SI2,Medium,Step,1
R00655,1.22,Cushion,5.99,5.85,4.7,F,VS2,High,Mixed,0.48
R00656,2.7,Princess,7.91,7.51,5.4,D,VVS2,Medium,Step,1.09
R00657,1.95,Cushion,7.97,7.82,4.9,J,VS1,Medium,Step,0.7
R00658,1.07,Round,6.36,6.26,5.12,E,VVS1,Low,Step,0.45
R00659,2.53,Cushion,8.54,8.52,5.28,I,VVS2,Medium,Step,1.12
R00660,1.12,Pear,6.19,5.79,5.06,G,IF,Low,Step,0.51
R00661,4.22,Princess,9.5,8.87,6.56,I,SI2,Medium,Mixed,1.95
